price_in_rp,city,property_condition,land_size_m2,building_size_m2,electricity_mah,electricity,bedrooms,bathrooms,furnishing,facilities,swimming_pool,park,jogging_track
1200000000,Tangerang,baru,74,69,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman, Tempat Jemuran, Akses Parkir, Kitchen Set, Keamanan 24 jam, Ac, AC, CCTV, Taman, One Gate System, Tempat Laundry, Playground",No Swimming Pool,Park,No Jogging Track
1500000000,Tangerang,baru,32,90,2200 mah,"2,200",3,3,furnished,"Taman, Tempat Jemuran, Jalur Telepon, Keamanan 24 jam, Kolam Renang, Taman",Swimming Pool,Park,No Jogging Track
1500000000,Tangerang,bagus sekali,32,90,2200 mah,"2,200",4,2,unfurnished,"Kolam Renang, Taman, Jogging Track, Keamanan",Swimming Pool,Park,Jogging Track
2950000000,Tangerang,bagus sekali,153,230,3500 mah,"3,500",3,3,semi furnished,"Keamanan, CCTV, Taman, Jalur Telepon, AC, Ac, Taman, Jalur Telepon",No Swimming Pool,Park,No Jogging Track
1000000000,Tangerang,baru,74,69,2200 mah,"2,200",3,2,semi furnished,"Ac, Keamanan, CCTV, Masjid, Taman",No Swimming Pool,Park,No Jogging Track
2770000000,Tangerang,baru,84,126,2200 mah,"2,200",4,3,furnished,"Kolam Renang, Taman, Pemanas Air, Jalur Telepon, Kolam Ikan, Akses Parkir, Kitchen Set, Keamanan 24 jam, Wastafel, CCTV, Track Lari, Kolam Renang, One Gate System, Tempat Laundry, Playground",Swimming Pool,Park,Jogging Track
1800000000,Tangerang,baru,66,86,2200 mah,"2,200",4,3,furnished,"Taman, Kolam Renang, Jogging Track, Keamanan",Swimming Pool,Park,Jogging Track
6700000000,Tangerang,baru,153,275,5500 mah,"5,500",4,5,semi furnished,"Keamanan, CCTV, Jogging Track, Taman, AC, Kolam Renang, Jalur Telepon",Swimming Pool,Park,Jogging Track
4200000000,Tangerang,baru,144,177,4400 mah,"4,400",4,4,unfurnished,"Taman, Jogging Track, Keamanan, Jalur Telepon",No Swimming Pool,Park,Jogging Track
1420000000,Tangerang,bagus,72,69,2200 mah,"2,200",3,2,unfurnished,"Taman, Jogging Track, Keamanan",No Swimming Pool,Park,Jogging Track
4300000000,Tangerang,bagus,250,200,3500 mah,"3,500",3,2,semi furnished,"Keamanan, CCTV, Jogging Track, Taman, Tempat Gym, Lapangan Tenis, Pemanas Air, Tempat Jemuran, Lapangan Basket, Kitchen Set, Track Lari, Ac, Wastafel, CCTV, Kolam Renang, AC, Taman",Swimming Pool,Park,Jogging Track
8750000000,Tangerang,bagus,220,285,7700 mah,"7,700",4,4,semi furnished,"Kulkas, Kitchen Set, Jalur Telepon, Wastafel, Taman, Track Lari, Keamanan 24 jam, CCTV, AC, Lapangan Voli, Lapangan Tenis, Pemanas Air, Playground, Masjid, Taman, Lapangan Bola, Tempat Gym, Lapangan Bulu Tangkis, Akses Parkir, Lapangan Basket",No Swimming Pool,Park,Jogging Track
9500000000,Tangerang,bagus,435,438,5500 mah,"5,500",5,4,unfurnished,"Keamanan, Jogging Track, Taman, Tempat Jemuran, Jalur Telepon, Wastafel, Track Lari, Kolam Renang, Tempat Gym, Taman",Swimming Pool,Park,Jogging Track
5950000000,Tangerang,bagus sekali,385,450,7700 mah,"7,700",4,3,semi furnished,"Jalur Telepon, Taman, Ac, Keamanan",No Swimming Pool,Park,No Jogging Track
6000000000,Tangerang,baru,136,240,3500 mah,"3,500",4,4,unfurnished,"Keamanan, Jogging Track, Kolam Renang, CCTV, Taman",Swimming Pool,Park,Jogging Track
9600000000,Tangerang,baru,220,398,11000 mah,"11,000",5,7,unfurnished,"Ac, Jogging Track, Kolam Renang, Taman, Keamanan, CCTV",Swimming Pool,Park,Jogging Track
4400000000,Tangerang,baru,144,177,3300 mah,"3,300",4,4,unfurnished,"Keamanan, CCTV, Taman, Jogging Track, Kolam Renang",Swimming Pool,Park,Jogging Track
6500000000,Tangerang,bagus,265,400,11000 mah,"11,000",4,3,semi furnished,"Keamanan, Jogging Track, AC, Kolam Renang, Taman",Swimming Pool,Park,Jogging Track
765000000,Tangerang,baru,60,80,2200 mah,"2,200",3,2,unfurnished,"Ac, Keamanan, CCTV, Jogging Track, Masjid, Taman",No Swimming Pool,Park,Jogging Track
35000000000,Tangerang,bagus,570,545,13300 mah,"13,300",6,6,unfurnished,"Akses Parkir, Keamanan 24 jam, Kolam Renang",Swimming Pool,Park,No Jogging Track
2850000000,Tangerang,baru,232,150,3500 mah,"3,500",4,3,semi furnished,"Jogging Track, Keamanan, Kitchen Set, Keamanan 24 jam, Wastafel, Track Lari, Taman",No Swimming Pool,Park,Jogging Track
9500000000,Tangerang,bagus,540,345,7600 mah,"7,600",4,4,semi furnished,"Keamanan, Jogging Track, Kitchen Set, AC, Ac, Track Lari, Taman",No Swimming Pool,Park,Jogging Track
655000000,Tangerang,baru,68,60,1300 mah,"1,300",3,2,semi furnished,"Kulkas, Masjid, Taman, Lapangan Bola, Tempat Jemuran, Jalur Telepon, Lapangan Bulu Tangkis, Track Lari, Keamanan 24 jam, Wastafel, Akses Parkir, One Gate System, AC, Tempat Laundry, Playground",No Swimming Pool,Park,Jogging Track
2110000000,Tangerang,baru,80,78,2200 mah,"2,200",4,2,furnished,"Taman, Pemanas Air, Keamanan, Akses Parkir, Keamanan 24 jam, Kitchen Set, Wastafel, Taman, One Gate System, Playground",No Swimming Pool,Park,No Jogging Track
1750000000,Tangerang,baru,90,68,3500 mah,"3,500",3,2,unfurnished,keamanan 24 jam,No Swimming Pool,No Park,No Jogging Track
5700000000,Tangerang,bagus,365,400,4400 mah,"4,400",5,4,semi furnished,"Keamanan, Taman, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
2000000000,Tangerang,baru,112,150,2200 mah,"2,200",4,3,semi furnished,"Taman, Lapangan Tenis, Jogging Track, Tempat Jemuran, Keamanan, Kitchen Set, Masjid, Track Lari, Taman",No Swimming Pool,Park,Jogging Track
1750000000,Tangerang,bagus,60,68,2200 mah,"2,200",2,2,unfurnished,"Taman, CCTV, Jogging Track, Tempat Jemuran, Keamanan, Keamanan 24 jam, Track Lari, Taman, One Gate System",No Swimming Pool,Park,Jogging Track
2000000000,Tangerang,bagus,180,100,3500 mah,"3,500",3,2,unfurnished,"Keamanan, Jogging Track, Jalur Telepon, Keamanan 24 jam, Track Lari, Kolam Renang, Taman",Swimming Pool,Park,Jogging Track
1750000000,Tangerang,bagus,77,85,2200 mah,"2,200",3,2,unfurnished,"Tempat Jemuran, Keamanan, Keamanan 24 jam, Taman, Playground",No Swimming Pool,Park,No Jogging Track
9960000000,Tangerang,baru,220,398,16500 mah,"16,500",5,7,semi furnished,"Ac, Tempat Gym, Keamanan, Jogging Track, Kolam Renang, Taman, Tempat Jemuran, Jalur Telepon, Kitchen Set, Kolam Renang, CCTV, Wastafel, Track Lari, Taman, AC, Jalur Telepon",Swimming Pool,Park,Jogging Track
1660000000,Tangerang,bagus,35,103,2200 mah,"2,200",6,6,furnished,"Taman, CCTV, Akses Parkir, Keamanan 24 jam, AC, CCTV, Taman, Tempat Laundry",No Swimming Pool,Park,No Jogging Track
935000000,Tangerang,baru,30,41,1300 mah,"1,300",1,2,furnished,"Jogging Track, Taman, Pemanas Air, Jalur Telepon, Keamanan, Kitchen Set, Keamanan 24 jam, Wastafel, Track Lari, Taman, One Gate System",No Swimming Pool,Park,Jogging Track
1800000000,Tangerang,bagus,90,72,2200 mah,"2,200",3,2,unfurnished,"Taman, Keamanan 24 jam",No Swimming Pool,Park,No Jogging Track
655000000,Tangerang,baru,61,60,1300 mah,"1,300",3,2,semi furnished,"Kulkas, Masjid, Taman, Lapangan Bola, Tempat Jemuran, Jalur Telepon, Lapangan Bulu Tangkis, Track Lari, Keamanan 24 jam, Wastafel, Akses Parkir, One Gate System, AC, Tempat Laundry, Playground",No Swimming Pool,Park,Jogging Track
1800000000,Tangerang,bagus,144,180,2200 mah,"2,200",3,2,unfurnished,"Taman, Keamanan 24 jam, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
1320000000,Tangerang,bagus,91,170,2200 mah,"2,200",6,2,unfurnished,"Taman, Keamanan 24 jam, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
1680000000,Tangerang,bagus,123,105,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1860000000,Tangerang,bagus,144,100,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1320000000,Tangerang,bagus,91,170,2200 mah,"2,200",6,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1860000000,Tangerang,bagus,144,100,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1530000000,Tangerang,bagus,90,95,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
960000000,Tangerang,bagus,103,90,1300 mah,"1,300",3,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1800000000,Tangerang,bagus,144,180,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1530000000,Tangerang,bagus,90,95,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1860000000,Tangerang,bagus,144,100,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1320000000,Tangerang,bagus,91,170,2200 mah,"2,200",6,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1800000000,Tangerang,bagus,144,180,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1860000000,Tangerang,bagus,144,100,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2600000000,Tangerang,bagus,117,177,3500 mah,"3,500",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
960000000,Tangerang,bagus,103,90,1300 mah,"1,300",3,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
960000000,Tangerang,bagus,103,90,1300 mah,"1,300",3,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1530000000,Tangerang,bagus,90,95,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
960000000,Tangerang,bagus,103,90,1300 mah,"1,300",3,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
895000000,Tangerang,baru,50,65,2200 mah,"2,200",3,2,unfurnished,"One Gate System, Keamanan 24 jam",No Swimming Pool,No Park,No Jogging Track
1680000000,Tangerang,bagus,76,67,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2600000000,Tangerang,bagus,117,177,3500 mah,"3,500",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1680000000,Tangerang,bagus,76,67,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1680000000,Tangerang,bagus,76,67,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1680000000,Tangerang,bagus,76,67,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1590000000,Tangerang,baru,63,80,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1800000000,Tangerang,bagus,144,180,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1500000000,Tangerang,bagus,70,71,2200 mah,"2,200",3,2,furnished,"Tempat Jemuran, Jalur Telepon, Kitchen Set, Keamanan 24 jam, Wastafel, Track Lari, Taman, One Gate System, Playground",No Swimming Pool,Park,Jogging Track
1200000000,Tangerang,bagus,120,160,4400 mah,"4,400",4,2,semi furnished,"Kulkas, Kitchen Set, Masjid, Taman, Pemanas Air, Tempat Jemuran, Keamanan 24 jam, Wastafel, Track Lari, Akses Parkir, One Gate System, AC, Taman",No Swimming Pool,Park,Jogging Track
1280000000,Tangerang,bagus,200,123,2200 mah,"2,200",2,2,semi furnished,"Mesin Cuci, Kulkas, Masjid, Taman, Lapangan Bola, Pemanas Air, Tempat Jemuran, Akses Parkir, AC",No Swimming Pool,Park,No Jogging Track
900000000,Tangerang,bagus,81,81,2200 mah,"2,200",3,1,unfurnished,"Taman, Keamanan 24 jam, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
1080000000,Tangerang,bagus,60,65,2200 mah,"2,200",2,2,unfurnished,"Taman, Keamanan 24 jam, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
685000000,Tangerang,baru,64,60,1300 mah,"1,300",3,2,unfurnished,"Masjid, Jogging Track, Taman, Tempat Jemuran, Jalur Telepon, Keamanan, Keamanan 24 jam, Track Lari, Akses Parkir, One Gate System, Jalur Telepon",No Swimming Pool,Park,Jogging Track
960000000,Tangerang,bagus,119,62,2200 mah,"2,200",2,1,unfurnished,"Taman, Keamanan 24 jam, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
745000000,Tangerang,baru,102,46,2200 mah,"2,200",2,1,unfurnished,"Taman, Tempat Jemuran, Akses Parkir, Keamanan 24 jam, Kolam Renang, CCTV, Track Lari, Taman, One Gate System",Swimming Pool,Park,Jogging Track
960000000,Tangerang,bagus,119,62,2200 mah,"2,200",2,1,semi furnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1060000000,Tangerang,bagus,119,74,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
960000000,Tangerang,bagus,119,62,2200 mah,"2,200",2,1,semi furnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1060000000,Tangerang,bagus,119,74,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
960000000,Tangerang,bagus,119,62,2200 mah,"2,200",2,1,semi furnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1060000000,Tangerang,bagus,119,74,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1060000000,Tangerang,bagus,119,74,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1600000000,Tangerang,bagus,128,192,2200 mah,"2,200",3,2,unfurnished,"Taman, Keamanan 24 jam, CCTV",No Swimming Pool,Park,No Jogging Track
1050000000,Tangerang,bagus sekali,140,80,2200 mah,"2,200",3,2,unfurnished,"Taman, Jogging Track, Keamanan, Masjid, Kolam Renang",Swimming Pool,Park,Jogging Track
2750000000,Tangerang,baru,180,214,3500 mah,"3,500",4,4,semi furnished,"Keamanan, Jalur Telepon, Wastafel, Track Lari, CCTV, Lapangan Voli, Jogging Track, Kolam Renang, Lapangan Tenis, Pemanas Air, Kitchen Set, Masjid, Taman, Lapangan Bola, Tempat Gym, Tempat Jemuran, Lapangan Bulu Tangkis, Jalur Telepon, Lapangan Basket",Swimming Pool,Park,Jogging Track
2800000000,Tangerang,baru,160,190,3500 mah,"3,500",4,3,unfurnished,"Keamanan, CCTV, Jalur Telepon, Wastafel, Track Lari, Keamanan 24 jam, CCTV, Akses Parkir, Lapangan Voli, Jogging Track, Kolam Renang, Lapangan Tenis, Playground, Masjid, Taman, Lapangan Bola, Tempat Gym, Tempat Jemuran, Lapangan Bulu Tangkis, Kolam Renang, One Gate System, Tempat Laundry, Jalur Telepon, Lapangan Basket",Swimming Pool,Park,Jogging Track
1800000000,Tangerang,bagus,180,142,5500 mah,"5,500",3,3,unfurnished,"Masjid, Lapangan Voli, Taman, Tempat Gym, Lapangan Tenis, Lapangan Basket, Tempat Jemuran, Jalur Telepon, Kitchen Set, Keamanan 24 jam, Track Lari, Kolam Renang, CCTV, Wastafel, Akses Parkir, One Gate System, Playground",Swimming Pool,Park,Jogging Track
1800000000,Tangerang,bagus,180,142,3500 mah,"3,500",3,3,semi furnished,Taman,No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,84,54,2200 mah,"2,200",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,84,54,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,84,54,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
750000000,Tangerang,bagus,72,57,2200 mah,"2,200",3,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,84,54,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,84,54,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,84,54,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,84,54,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
969000000,Tangerang,baru,60,51,2200 mah,"2,200",3,2,unfurnished,"Ac, Tempat Gym, Keamanan, Kolam Renang, Taman, Jogging Track, Taman, Jalur Telepon, Kitchen Set, Wastafel, Track Lari, Kolam Renang, AC, Jalur Telepon",Swimming Pool,Park,Jogging Track
755000000,Tangerang,baru,78,60,1300 mah,"1,300",3,2,unfurnished,"Akses Parkir, Masjid, Keamanan, Jogging Track, Taman, Tempat Jemuran, Jalur Telepon, Keamanan 24 jam, Masjid, Track Lari, Taman, One Gate System",No Swimming Pool,Park,Jogging Track
800000000,Tangerang,baru,60,70,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Tempat Gym, Lapangan Tenis, Jogging Track, Tempat Jemuran, Lapangan Basket, Track Lari, Wastafel, Taman",No Swimming Pool,Park,Jogging Track
3300000000,Tangerang,baru,225,120,2200 mah,"2,200",3,3,unfurnished,"Jogging Track, Taman, Masjid, Keamanan",No Swimming Pool,Park,Jogging Track
1060000000,Tangerang,bagus,106,151,1300 mah,"1,300",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
3600000000,Tangerang,bagus,253,138,3500 mah,"3,500",2,2,unfurnished,"Taman, Keamanan 24 jam, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
500000000,Tangerang,bagus,72,50,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
500000000,Tangerang,bagus,60,36,1300 mah,"1,300",2,1,unfurnished,"Taman, Keamanan 24 jam, Tempat Jemuran",No Swimming Pool,Park,No Jogging Track
650000000,Tangerang,bagus,72,36,1300 mah,"1,300",2,1,furnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
3600000000,Tangerang,bagus,253,138,3500 mah,"3,500",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
500000000,Tangerang,bagus,60,36,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1060000000,Tangerang,bagus,106,151,1300 mah,"1,300",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
500000000,Tangerang,bagus,60,36,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1060000000,Tangerang,bagus,106,151,1300 mah,"1,300",4,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
650000000,Tangerang,bagus,72,36,1300 mah,"1,300",2,1,furnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1440000000,Tangerang,bagus,164,100,2200 mah,"2,200",4,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
954000000,Tangerang,baru,72,83,2200 mah,"2,200",4,2,unfurnished,"Jalur Telepon, Wastafel, Track Lari, Keamanan 24 jam, CCTV, AC, Akses Parkir, Lapangan Voli, Kitchen Set, Playground, Masjid, Taman, Lapangan Bola, Tempat Gym, Lapangan Basket, Tempat Jemuran, Lapangan Bulu Tangkis, Kolam Renang, Tempat Laundry",Swimming Pool,Park,Jogging Track
889000000,Tangerang,baru,72,41,2200 mah,"2,200",2,1,unfurnished,"Taman, Tempat Jemuran, Jalur Telepon, Taman, Kitchen Set, Keamanan 24 jam, Wastafel, CCTV, Track Lari, Kolam Renang, One Gate System, Tempat Gym, Playground",Swimming Pool,Park,Jogging Track
1500000000,Tangerang,sudah renovasi,72,120,2200 mah,"2,200",3,2,furnished,"Ac, Taman, Jogging Track, Keamanan, CCTV, Kolam Renang",Swimming Pool,Park,Jogging Track
1300000000,Tangerang,bagus sekali,108,200,2200 mah,"2,200",5,3,semi furnished,"Keamanan, CCTV, Taman, Masjid, Ac",No Swimming Pool,Park,No Jogging Track
800000000,Tangerang,bagus,72,67,2200 mah,"2,200",3,2,unfurnished,"Jogging Track, Taman, Kolam Renang, Keamanan",Swimming Pool,Park,Jogging Track
625000000,Tangerang,bagus sekali,72,45,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Jogging Track, Kolam Renang, Masjid, Taman",Swimming Pool,Park,Jogging Track
832000000,Tangerang,bagus sekali,72,78,2200 mah,"2,200",4,2,unfurnished,"Taman, Kolam Renang, Jogging Track, Keamanan",Swimming Pool,Park,Jogging Track
648000000,Tangerang,bagus sekali,72,39,1300 mah,"1,300",2,1,unfurnished,"Jogging Track, Keamanan, Masjid, Kolam Renang, Taman",Swimming Pool,Park,Jogging Track
720000000,Tangerang,baru,72,39,1300 mah,"1,300",2,1,unfurnished,"Masjid, Keamanan, Jogging Track, Kolam Renang, Taman",Swimming Pool,Park,Jogging Track
843000000,Tangerang,baru,72,54,2200 mah,"2,200",2,2,semi furnished,"Ac, Keamanan, Jogging Track, CCTV, Kolam Renang, Taman",Swimming Pool,Park,Jogging Track
600000000,Tangerang,bagus,89,40,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1400000000,Tangerang,baru,120,70,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Keamanan 24 jam",No Swimming Pool,No Park,No Jogging Track
3120000000,Tangerang,bagus,128,144,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
7400000000,Tangerang,bagus,220,285,3500 mah,"3,500",4,4,furnished,"Ac, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
16000000000,Tangerang,bagus,336,418,3500 mah,"3,500",6,5,furnished,"Ac, Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2400000000,Tangerang,bagus,161,200,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2400000000,Tangerang,bagus,161,200,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
3120000000,Tangerang,bagus,128,144,2200 mah,"2,200",3,3,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2400000000,Tangerang,bagus,161,200,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
2400000000,Tangerang,bagus,161,200,2200 mah,"2,200",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
828000000,Tangerang,baru,60,62,2200 mah,"2,200",3,2,unfurnished,"Ac, Keamanan, CCTV, Jogging Track, Kolam Renang, Taman, Jalur Telepon, AC, Track Lari, Jalur Telepon",Swimming Pool,Park,Jogging Track
3300000000,Tangerang,bagus,225,120,3300 mah,"3,300",3,3,unfurnished,"Jalur Telepon, Taman, Jogging Track, Keamanan",No Swimming Pool,Park,Jogging Track
826000000,Tangerang,baru,84,47,2200 mah,"2,200",3,2,unfurnished,"Ac, Keamanan, CCTV, Taman, Jogging Track, Kolam Renang, Jalur Telepon",Swimming Pool,Park,Jogging Track
679000000,Tangerang,baru,72,36,2200 mah,"2,200",2,1,unfurnished,"Ac, Keamanan, Jogging Track, Kolam Renang, CCTV, Taman, Jalur Telepon",Swimming Pool,Park,Jogging Track
1440000000,Tangerang,bagus,96,110,2200 mah,"2,200",4,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,90,65,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Tangerang,bagus,60,72,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Tangerang,bagus,60,72,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1440000000,Tangerang,bagus,120,102,1300 mah,"1,300",2,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,90,65,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1020000000,Tangerang,bagus,90,65,1300 mah,"1,300",2,1,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
3600000000,Tangerang,bagus,144,176,5500 mah,"5,500",4,3,unfurnished,"Taman, Keamanan, Ac",No Swimming Pool,Park,No Jogging Track
1440000000,Tangerang,bagus,96,110,2200 mah,"2,200",4,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Tangerang,bagus,60,72,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
660000000,Tangerang,bagus,60,72,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
1440000000,Tangerang,bagus,96,110,2200 mah,"2,200",4,2,unfurnished,"Keamanan, Taman",No Swimming Pool,Park,No Jogging Track
595000000,Tangerang,sudah renovasi,63,126,900 mah,900,3,2,semi furnished,"Masjid, Lapangan Bola, Tempat Jemuran, AC, Ac, Wastafel, Kolam Renang, Tempat Gym",Swimming Pool,No Park,No Jogging Track
770000000,Tangerang,bagus sekali,70,45,2200 mah,"2,200",2,2,unfurnished,"Masjid, Keamanan, Jogging Track, Kolam Renang, Taman",Swimming Pool,Park,Jogging Track
825000000,Tangerang,baru,40,44,2200 mah,"2,200",2,2,unfurnished,"Ac, Keamanan, Taman, CCTV, Jogging Track, Jalur Telepon, Keamanan 24 jam, AC, CCTV, Track Lari, Kolam Renang, Taman",Swimming Pool,Park,Jogging Track
1990000000,Tangerang,baru,120,90,2200 mah,"2,200",3,2,unfurnished,"Kolam Renang, AC, Ac",Swimming Pool,No Park,No Jogging Track
950000000,Tangerang,sudah renovasi,96,80,1300 mah,"1,300",2,1,unfurnished,"Taman, Tempat Jemuran, Lapangan Bulu Tangkis, Akses Parkir, Keamanan, Keamanan 24 jam, Lapangan Voli, Taman, Playground",No Swimming Pool,Park,No Jogging Track
750000000,Tangerang,sudah renovasi,90,60,1300 mah,"1,300",2,1,semi furnished,"Keamanan, Tempat Jemuran, Lapangan Bulu Tangkis, Lapangan Voli, AC, Masjid, Ac, Taman",No Swimming Pool,Park,No Jogging Track
755000000,Tangerang,baru,78,60,1300 mah,"1,300",3,2,unfurnished,"Keamanan, Jogging Track, Taman, Tempat Jemuran, Jalur Telepon, Masjid, Track Lari, Taman",No Swimming Pool,Park,Jogging Track
